,Unidad,noIdentificacion,Descripción,Valor Unitario
,pz,PSI150          ,"TEE PVC HCO. S.I. DE 3"" X 2 1/2""        ",0
,pz,PSI151          ,"TEE PVC HCO. S.I. DE 3"" X 3""            ",0
,pz,PSI152          ,"TEE PVC HCO. S.I. DE 4"" X 2""            ",0
,pz,PSI153          ,"TEE PVC HCO. S.I. DE 4"" X 2 1/2""        ",0
,pz,PSI154          ,"TEE PVC HCO. S.I. DE 4"" X 3""            ",0
,pz,PSI155          ,"TEE PVC HCO. S.I. DE 4"" X 4""            ",0
,pz,PSI156          ,"TEE PVC HCO. S.I. DE 6"" X 2""            ",0
,pz,PSI157          ,"TEE PVC HCO. S.I. DE 6"" X 2 1/2""        ",0
,pz,PSI158          ,"TEE PVC HCO. S.I. DE 6"" X 3""            ",0
,pz,PSI159          ,"TEE PVC HCO. S.I. DE 6"" X 4""            ",0
,pz,PSI16           ,"TUBO PVC HCO. S.I. DE 4"" RD-41          ",0
,pz,PSI160          ,"TEE PVC HCO. S.I. DE 6"" X 6""            ",0
,pz,PSI161          ,"TEE PVC HCO. S.I. DE 8"" X 1 1/2""        ",0
,pz,PSI162          ,"TEE PVC HCO. S.I. DE 8"" X 2""            ",0
,pz,PSI163          ,"TEE PVC HCO. S.I. DE 8"" X 2 1/2""        ",0
,pz,PSI164          ,"TEE PVC HCO. S.I. DE 8"" X 3""            ",0
,pz,PSI165          ,"TEE PVC HCO. S.I. DE 8"" X 4""            ",0
,pz,PSI166          ,"TEE PVC HCO. S.I. DE 8"" X 6""            ",0
,pz,PSI167          ,"TEE PVC HCO. S.I. DE 8"" X 8""            ",0
,pz,PSI168          ,"ABRAZADERA HCA. DE 1 1/2"" X 1/2""        ",0
,pz,PSI169          ,"ABRAZADERA HCA. DE 2"" X 1/2""            ",0
,pz,PSI17           ,"TUBO PVC HCO. S.I. DE 6"" RD-41          ",0
,pz,PSI170          ,"ABRAZADERA HCA. DE 2 1/2"" X 1/2""        ",0
,pz,PSI171          ,"ABRAZADERA HCA. DE 3"" X 1/2""            ",0
,pz,PSI172          ,"ABRAZADERA HCA. DE 4"" X 1/2""            ",0
,pz,PSI173          ,"ABRAZADERA HCA. DE 6"" X 1/2""            ",0
,pz,PSI174          ,"ABRAZADERA HCA. DE 1 1/2"" X 3/4""        ",0
,pz,PSI175          ,"ABRAZADERA HCA. DE 2"" X 3/4""            ",0
,pz,PSI176          ,"ABRAZADERA HCA. DE 2 1/2"" X 3/4""        ",0
,pz,PSI177          ,"ABRAZADERA HCA. DE 3"" X 3/4""            ",0
,pz,PSI178          ,"ABRAZADERA HCA. DE 4"" X 3/4""            ",0
,pz,PSI179          ,"ABRAZADERA HCA. DE 6"" X 3/4""            ",0
,pz,PSI18           ,"CODO PVC HCO. S.I. DE 1 1/2"" X 22       ",0
,pz,PSI19           ,"CODO PVC HCO. S.I. DE 2"" X 22           ",0
,pz,PSI20           ,"CODO PVC HCO. S.I. DE 2 1/2"" X 22       ",0
,pz,PSI21           ,"CODO PVC HCO. S.I. DE 3"" X 22           ",0
,pz,PSI22           ,"CODO PVC HCO. S.I. DE 4"" X 22           ",0
,pz,PSI23           ,"CODO PVC HCO. S.I. DE 6"" X 22           ",0
,pz,PSI24           ,"CODO PVC HCO. S.I. DE 8"" X 22           ",0
,pz,PSI25           ,"CODO PVC HCO. S.I. DE 1 1/2"" X 45       ",0
,pz,PSI26           ,"CODO PVC HCO. S.I. DE 2"" X 45           ",0
,pz,PSI27           ,"CODO PVC HCO. S.I. DE 2 1/2"" X 45       ",0
,pz,PSI28           ,"CODO PVC HCO. S.I. DE 3"" X 45           ",0
,pz,PSI29           ,"CODO PVC HCO. S.I. DE 4"" X 45           ",0
,pz,PSI30           ,"CODO PVC HCO. S.I. DE 6"" X 45           ",0
,pz,PSI31           ,"CODO PVC HCO. S.I. DE 8"" X 45           ",0
,pz,PSI32           ,"CODO PVC HCO. S.I. DE 1 1/2"" X 90       ",0
,pz,PSI33           ,"CODO PVC HCO. S.I. DE 2"" X 90           ",0
,pz,PSI34           ,"CODO PVC HCO. S.I. DE 2 1/2"" X 90       ",0
,pz,PSI35           ,"CODO PVC HCO. S.I. DE 3"" X 90           ",0
,pz,PSI36           ,"CODO PVC HCO. S.I. DE 4"" X 90           ",0
,pz,PSI37           ,"CODO PVC HCO. S.I. DE 6"" X 90           ",0
,pz,PSI38           ,"CODO PVC HCO. S.I. DE 8"" X 90           ",0
,pz,PSI39           ,"ADAPTADOR CAMP. PVC HCO. S.I. DE 1 1/2"" ",0
,pz,PSI40           ,"ADAPTADOR CAMP. PVC HCO. S.I. DE 2""     ",0
,pz,PSI41           ,"ADAPTADOR CAMP. PVC HCO. S.I. DE 2 1/2"" ",0
,pz,PSI42           ,"ADAPTADOR CAMP. PVC HCO. S.I. DE 3""     ",0
,pz,PSI43           ,"ADAPTADOR CAMP. PVC HCO. S.I. DE 4""     ",0
,pz,PSI44           ,"ADAPTADOR CAMP. PVC HCO. S.I. DE 6""     ",0
,pz,PSI45           ,"ADAPTADOR CAMP. PVC HCO. S.I. DE 8""     ",0
,pz,PSI46           ,"ADAPTADOR ESPIGA PVC HCO. S.I. DE 1 1/2""",0
,pz,PSI47           ,"ADAPTADOR ESPIGA PVC HCO. S.I. DE 2""    ",0
,pz,PSI48           ,"ADAPTADOR ESPIGA PVC HCO. S.I. DE 2 1/2""",0
,pz,PSI49           ,"ADAPTADOR ESPIGA PVC HCO. S.I. DE 3""    ",0
,pz,PSI50           ,"ADAPTADOR ESPIGA PVC HCO. S.I. DE 4""    ",0
,pz,PSI51           ,"ADAPTADOR ESPIGA PVC HCO. S.I. DE 6""    ",0
,pz,PSI52           ,"ADAPTADOR ESPIGA PVC HCO. S.I. DE 8""    ",0
,pz,PSI53           ,"EXTREMIDAD CAMP. PVC HCO. S.I. DE 1 1/2""",0
,pz,PSI54           ,"EXTREMIDAD CAMP. PVC HCO. S.I. DE 2""    ",0
,pz,PSI55           ,"EXTREMIDAD CAMP. PVC HCO. S.I. DE 2 1/2""",0
,pz,PSI56           ,"EXTREMIDAD CAMP. PVC HCO. S.I. DE 3""    ",0
,pz,PSI57           ,"EXTREMIDAD CAMP. PVC HCO. S.I. DE 4""    ",0
,pz,PSI58           ,"EXTREMIDAD CAMP. PVC HCO. S.I. DE 6""    ",0
,pz,PSI59           ,"EXTREMIDAD CAMP. PVC HCO. S.I. DE 8""    ",0
,pz,PSI60           ,"EXTREMIDAD CAMP PVC HCO. S.I. DE 10""    ",0
,pz,PSI61           ,EXTREMIDAD ESPIGA PVC HCO. S.I. DE 1 1/2,0
,pz,PSI62           ,"EXTREMIDAD ESPIGA PVC HCO. S.I. DE 2""   ",0
,pz,PSI63           ,EXTREMIDAD ESPIGA PVC HCO. S.I. DE 2 1/2,0
,pz,PSI64           ,"EXTREMIDAD ESPIGA PVC HCO. S.I. DE 3""   ",0
,pz,PSI65           ,"EXTREMIDAD ESPIGA PVC HCO. S.I. DE 4""   ",0
,pz,PSI66           ,"EXTREMIDAD ESPIGA PVC HCO. S.I. DE 6""   ",0
,pz,PSI67           ,"EXTREMIDAD ESPIGA PVC HCO. S.I. DE 8""   ",0
,pz,PSI68           ,"COPLE  REPARACION PVC HCO.S.I. DE 1 1/2""",0
,pz,PSI69           ,"COPLE  REPARACION PVC HCO.S.I. DE 2""    ",0
,pz,PSI70           ,"COPLE  REPARACION PVC HCO.S.I. DE 2 1/2""",0
,pz,PSI71           ,"COPLE  REPARACION PVC HCO.S.I. DE 3""    ",0
,pz,PSI72           ,"COPLE  REPARACION PVC HCO.S.I. DE 4""    ",0
,pz,PSI73           ,"COPLE  REPARACION PVC HCO.S.I. DE 6""    ",0
,pz,PSI74           ,"COPLE  REPARACION PVC HCO.S.I. DE 8""    ",0
,pz,PSI75           ,"TAPON CAMPANA PVC HCO. S.I. DE 1 1/2""   ",0
,pz,PSI76           ,"TAPON CAMPANA PVC HCO. S.I. DE 2""       ",0
,pz,PSI77           ,"TAPON CAMPANA PVC HCO. S.I. DE 2 1/2""   ",0
,pz,PSI78           ,"TAPON CAMPANA PVC HCO. S.I. DE 3""       ",0
,pz,PSI79           ,"TAPON CAMPANA PVC HCO. S.I. DE 4""       ",0
,pz,PSI80           ,"TAPON CAMPANA PVC HCO. S.I. DE 6""       ",0
,pz,PSI81           ,"TAPON CAMPANA PVC HCO. S.I. DE 8""       ",0
,pz,PSI82           ,"TAPON ESPIGA PVC HCO. S.I. DE 1 1/2""    ",0
,pz,PSI83           ,"TAPON ESPIGA PVC HCO. S.I. DE 2""        ",0
,pz,PSI84           ,"TAPON ESPIGA PVC HCO. S.I. DE 2 1/2""    ",0
,pz,PSI85           ,"TAPON ESPIGA PVC HCO. S.I. DE 3""        ",0
,pz,PSI86           ,"TAPON ESPIGA PVC HCO. S.I. DE 4""        ",0
,pz,PSI87           ,"TAPON ESPIGA PVC HCO. S.I. DE 6""        ",0
,pz,PSI88           ,"TAPON ESPIGA PVC HCO. S.I. DE 8""        ",0
,pz,PSI89           ,"REDUC. CAMP.PVC HCO. S.I. DE 2""X1 1/2   ",0
,pz,PSI90           ,"REDUC. CAMP.PVC HCO. S.I. DE 2 1/2""X2   ",0
,pz,PSI91           ,"REDUC. CAMP.PVC HCO. S.I. DE 3""X2""      ",0
,pz,PSI92           ,"REDUC. CAMP.PVC HCO. S.I. DE 3""X2 1/2   ",0
,pz,PSI93           ,"REDUC. CAMP.PVC HCO. S.I. DE 4""X2""      ",0
,pz,PSI94           ,"REDUC. CAMP.PVC HCO. S.I. DE 4""X2 1/2   ",0
,pz,PSI95           ,"REDUC. CAMP.PVC HCO. S.I. DE 4""X3""      ",0
,pz,PSI96           ,"REDUC. CAMP.PVC HCO. S.I. DE 6""X2""      ",0
,pz,PSI97           ,"REDUC. CAMP.PVC HCO. S.I. DE 6""X2 1/2   ",0
,pz,PSI98           ,"REDUC. CAMP.PVC HCO. S.I. DE 6""X3""      ",0
,pz,PSI99           ,"REDUC. CAMP.PVC HCO. S.I. DE 6""X4""      ",0
,pz,PVC01           ,"TUBO CPVC DE 1/2""  3.05 MT ECOTEC RD-13.",0
,pz,PVC02           ,"TUBO CPVC DE 3/4"" 3.05 MTS. ECOTEC RD-13",0
,pz,PVC03           ,"TUBO CPVC DE 1"" 3.05 MTS ECOTEC RD-13   ",0
,pz,PVC04           ,"TUBO CPVC DE 11/4"" 3.05 MTS ECOTEC RD-13",0
,pz,PVC05           ,"TUBO CPVC DE 11/2"" 3.05 MTS ECOTEC RD-13",0
,pz,PVC06           ,"TUBO CPVC DE 2"" 3.05 MTS ECOTEC RD-13   ",0
,pz,PVC07           ,"COPLE DE CPVC DE 1/2""                   ",0
,pz,PVC08           ,"COPLE DE CPVC DE 3/4""                   ",0
,pz,PVC09           ,"COPLE DE CPVC DE 1""                     ",0
,pz,PVC10           ,"COPLE DE CPVC DE 11/4""                  ",0
,pz,PVC12           ,"COPLE DE CPVC DE 2""                     ",0
,pz,PVC13           ,"ADAPTADOR MACHO CPVC DE 1/2""            ",0
,pz,PVC14           ,"ADAPTADOR MACHO CPVC DE 3/4""            ",0
,pz,PVC15           ,"ADAPTADOR MACHO CPVC DE 1""              ",0
,pz,PVC16           ,"ADAPTADOR MACHO CPVC DE 11/4""           ",0
,pz,PVC17           ,"ADAPTADOR MACHO CPVC DE 11/2""           ",0
,pz,PVC18           ,"ADAPTADOR MACHO CPVC DE 2""              ",0
,pz,PVC19           ,"ADAPTADOR HEMBRA CPVC DE 1/2""           ",0
,pz,PVC20           ,"ADAPTADOR HEMBRA CPVC DE 3/4""           ",0
,pz,PVC21           ,"ADAPTADOR HEMBRA CPVC DE 1""             ",0
,pz,PVC22           ,"CODO  CPVC DE 1/2""X 45                  ",0
,pz,PVC23           ,"CODO CPVC DE 3/4"" X 45                  ",0
,pz,PVC24           ,"CODO CPVC DE 1"" X 45                    ",0
,pz,PVC25           ,"CODO CPVC DE 11/4"" X 45                 ",0
,pz,PVC26           ,"CODO CPVC DE 11/2"" X 45                 ",0
,pz,PVC27           ,"CODO CPVC DE 2"" X 45                    ",0
,pz,PVC28           ,"CODO CPVC DE 1/2"" X 90                  ",0
,pz,PVC29           ,"CODO CPVC DE 3/4"" X 90                  ",0
,pz,PVC30           ,"CODO CPVC DE 1"" X 90                    ",0
,pz,PVC31           ,"CODO CPVC DE 11/4"" X 90                 ",0
,pz,PVC32           ,"CODO CPVC DE 11/2"" X 90                 ",0
,pz,PVC33           ,"CODO CPVC DE 2"" X 90                    ",0
,pz,PVC34           ,"TEE CPVC DE 1/2""                        ",0
,pz,PVC35           ,"TEE CPVC DE 3/4""                        ",0
,pz,PVC36           ,"TEE CPVC DE 1""                          ",0
,pz,PVC37           ,"TEE CPVC DE 1 1/4""                      ",0
,pz,PVC38           ,"TEE CPVC DE 11/2""                       ",0
,pz,PVC39           ,"TEE CPVC DE 2""                          ",0
,pz,PVC40           ,"TEE REDUCIDA CPVC DE 3/4""X1/2""X1/2""     ",0
,pz,PVC41           ,"TEE REDUCIDA CPVC DE 3/4""X3/4""X1/2""     ",0
,pz,PVC42           ,"TEE REDUCIDA CPVC DE 3/4""X1/2""X3/4""     ",0
,pz,PVC43           ,"TEE REDUCIDA CPVC DE 1""X3/4""X1""         ",0
,pz,PVC44           ,"CODO DE OREJA CPVC 1/2""                 ",0
,pz,PVC45           ,"TUERCA UNION CPVC DE 1/2""               ",0
,pz,PVC46           ,"TUERCA UNION CPVC DE 3/4""               ",0
,pz,PVC47           ,"TUERCA UNION CPVC DE 1""                 ",0
,pz,PVC48           ,"TAPA CEMENTAR CPVC DE 1/2""              ",0
,pz,PVC49           ,"TAPA CEMENTAR CPVC DE 3/4""              ",0
,pz,PVC50           ,"TAPA CEMENTAR CPVC DE 1""                ",0
,pz,PVC51           ,"TAPA CEMENTAR CPVC DE 11/4""             ",0
,pz,PVC52           ,"TAPA CEMENTAR CPVC DE 11/2""             ",0
,pz,PVC53           ,"TAPA CEMENTAR CPVC DE 2""                ",0
,pz,PVC54           ,"REDUCCION BUSHING CEMENT.CPVC 3/4""X1/2"" ",0
,pz,PVC55           ,"REDUCCION BUSHING CEMENT.CPVC 1""X1/2""   ",0
,pz,PVC56           ,"REDUCCION BUSHING CEMENT.CPVC 1"" X 3/4"" ",0
,pz,PVC57           ,"REDUCCION BUSHING CEMENT.CPVC 11/4""X1/2""",0
,pz,PVC58           ,"REDUCCION BUSHING CEMENT.CPVC 11/4""X 3/4",0
,pz,PVC59           ,"REDUCCION BUSHING CEMENT.CPVC 11/4""X1""  ",0
,pz,PVC60           ,"REDUCCION BUSHING CEMENT.CPVC 11/2""X1/2""",0
,pz,PVC61           ,"REDUCCION BUSHING CEMENT.CPVC 11/2""X3/4""",0
,pz,PVC62           ,"REDUCCION BUSHING CEMENT.CPVC 11/2""X1""  ",0
,pz,PVC63           ,"REDUCCION BUSHING CEMENT.CPVC 11/2""X11/4",0
,pz,PVC64           ,"REDUCCION BUSHING CEMENT.CPVC 2""X1/2""   ",0
,pz,PVC65           ,"REDUCCION BUSHING CEMENT.CPVC 2""X3/4""   ",0
,pz,PVC66           ,"REDUCCION BUSHING CEMENT.CPVC 2""X1""     ",0
,pz,PVC67           ,"REDUCCION BUSHING CEMENT.CPVC 2""X11/4""  ",0
,pz,PVC68           ,"REDUCCION BUSHING CEMENT.CPVC 2""X11/2""  ",0
,pz,PVC69           ,"VALVULA BOLA  CPVC 1/2""                 ",0
,pz,PVC70           ,"VALVULA BOLA  CPVC 3/4""                 ",0
,pz,PVC71           ,"VALVULA BOLA CPVC 1""                    ",0
,pz,PVC72           ,CEMENTO CPVC 118 ML                     ,0
,pz,PVC73           ,CEMENTO CPVC 237 ML                     ,0
,pz,PVC74           ,CEMENTO CPVC 473 ML                     ,0
,pz,PVC75           ,CEMENTO CPVC DE TUBO 50 ML.             ,0
,pz,PVC76           ,TUBO CPVC DE 1/2 3.05 MT HP RD-11       ,0
,pz,PVC77           ,TUBO CPVC DE 3/4 3.05 MT HP RD-11       ,0
,pz,PVC78           ,"TUBO CPVC DE 1"" 3.05 MT HP RD-11        ",0
,pz,PVC79           ,"TUBO CPVC DE 11/4"" 3.05 MT HP RD-11     ",0
,pz,PVC80           ,"TUBO CPVC DE 11/2"" 3.05 MT HP RD-11     ",0
,pz,PVC81           ,"TUBO CPVC DE 2"" 3.05 MT HP RD-11        ",0
,pz,TG01            ,"TUBO GALV. C-40 X INMERSION DE 1/2"" TMO.",0
,pz,TG02            ,"TUBO GALV. C-40 X INMERSION DE 3/4"" TMO.",0
,pz,TG03            ,"TUBO GALV. C-40 X INMERSION DE 1"" TMO.  ",0
,pz,TG04            ,"TUBO GALV. C-40 X INMERSION DE 1 1/4"" TM",0
,pz,TG05            ,"TUBO GALV. C-40 X INMERSION DE 1 1/2"" TM",0
,pz,TG06            ,"TUBO GALV. C-40 X INMERSION DE 2"" TMO.  ",0
,pz,TG07            ,"TUBO GALV. C-40 X INMERSION DE 2 1/2"" TM",0
,pz,TG08            ,"TUBO GALV. C-40 X INMERSION DE 3"" TMO.  ",0
,pz,TG09            ,"TUBO GALV. C-40 X INMERSION DE 4"" TMO.  ",0
,pz,TG10            ,"TUBO GALV. C-40 X INMERSION DE 6"" TMO   ",0
,pz,TG11            ,"TUBO GALV. C-40 X INMERSION DE 1/2"" MT  ",0
,pz,TG12            ,"TUBO GALV. C-40 X INMERSION DE 3/4"" MT  ",0
,pz,TG13            ,"TUBO GALV. C-40 X INMERSION DE 1"" MT    ",0
,pz,TG14            ,"TUBO GALV. C-40 X INMERSION DE 1 1/4"" MT",0
,pz,TG15            ,"TUBO GALV. C-40 X INMERSION DE 1 1/2"" MT",0
,pz,TG16            ,"TUBO GALV. C-40 X INMERSION DE 2"" MT    ",0
,pz,TG17            ,"TUBO GALV. C-40 X INMERSION DE 2 1/2"" MT",0
,pz,TG18            ,"TUBO GALV. C-40 X INMERSION DE 3"" MT    ",0
,pz,TG19            ,"TUBO GALV. C-40 X INMERSION DE 4"" MT    ",0
,pz,TG20            ,"TUBO GALV. C-40 X INMERSION DE 6"" MT    ",0
,pz,TG21            ,"TUBO GALV. C-40 X INMERSION DE 6"" MT    ",0
,pz,TG22            ,"TUBO GALV. C-40 X INM. DE 1/2"" TM.PYTCO ",0
,pz,TG23            ,"TUBO GALV. C-40 X INM. DE 3/4"" TM.PYTCO ",0
,pz,TG24            ,"TUBO GALV. C-40 X INM. DE 1"" TM.PYTCO   ",0
,pz,TG25            ,"TUBO GALV. C-40 X INM.DE 1 1/4"" TM.PYTCO",0
,pz,TG26            ,"TUBO GALV. C-40 X INM.DE 1 1/2"" TM.PYTCO",0
,pz,TG27            ,"TUBO GALV. C-40 X INM. DE 2"" TM.PYTCO   ",0
,pz,TG28            ,"TUBO GALV. C-40 X INM.DE 2 1/2"" TM.PYTCO",0
,pz,TG29            ,"TUBO GALV. C-40 X INM. DE 3"" TM.PYTCO   ",0
,pz,TG30            ,"TUBO GALV. C-40 X INM. DE 4"" TM.PYTCO   ",0
,pz,TSN01           ,"TUBO PVC SANITARIO DE NORMA 1 1/2"" TM   ",185
,pz,TSN02           ,"TUBO PVC SANITARIO DE NORMA 2"" TM       ",0
,pz,TSN03           ,"TUBO PVC SANITARIO DE NORMA 3"" TM       ",0
,pz,TSN04           ,"TUBO PVC SANITARIO DE NORMA 4"" TM       ",0
,pz,TSN05           ,"TUBO PVC SANITARIO DE NORMA 6"" TM       ",0
,pz,TSN06           ,"TUBO PVC SANITARIO DE NORMA 8"" TM       ",0
,pz,TSN07           ,"TUBO PVC SANITARIO DE NORMA 1 1/2"" MT   ",0
,pz,TSN08           ,"TUBO PVC SANITARIO DE NORMA 2"" MT       ",0
,pz,TSN09           ,"TUBO PVC SANITARIO DE NORMA 3"" MT       ",0
,pz,TSN10           ,"TUBO PVC SANITARIO DE NORMA 4"" MT       ",0
,pz,TSN11           ,"TUBO PVC SANITARIO DE NORMA 6"" MT       ",0
,pz,TSN12           ,"TUBO PVC SANITARIO DE NORMA 8"" MT       ",0
,pz,VAL01           ,MANIJA CROMADA ECON. V/ACERO TROP. 09200,0
,pz,VAL02           ,"VALVULA ESFERA DE BRONCE ROSC. 1/2""     ",0
,pz,VAL03           ,"VALVULA ESFERA  DE BRONCE ROSC.3/4""     ",0
,pz,VAL04           ,"VALVULA ESFERA  DE BRONCE ROSC.1""       ",0
,pz,VAL05           ,"VALVULA ESFERA  DE BRONCE ROSC.1 1/4""   ",0
,pz,VAL06           ,"VALVULA ESFERA  DE BRONCE ROSC.11/2""    ",0
,pz,VAL07           ,"VALVULA ESFERA  DE BRONCE ROSC. 2""      ",0
,pz,VAL08           ,"VALVULA ESFERA  DE BRONCE SODABLE. 1/2"" ",0
,pz,VAL09           ,"VALVULA ESFERA  DE BRONCE SOLDABLE 3/4"" ",0
,pz,VAL10           ,"VALVULA ESFERA  DE BRONCE SOLDABLE 1""   ",0
,pz,VAL11           ,"VALVULA ESFERA  DE BRONCE ROSC. 3""      ",0
,pz,VAL12           ,"VALVULA ESFERA  DE BRONCE ROSC. 4""      ",0
,pz,VAL13           ,"VALVULA COMPUERTA ROSCABLE 1/2"" 2500    ",0
,pz,VAL14           ,"VALVULA COMPUERTA ROSCABLE 3/4"" 2501    ",0
,pz,VAL15           ,"VALVULA COMPUERTA ROSCABLE 1"" 2502      ",0
,pz,VAL16           ,"VALVULA COMPUERTA ROSCABLE 1 1/4"" 2503  ",0
,pz,VAL17           ,"VALVULA COMPUERTA ROSCABLE 1 1/2"" 2504  ",0
,pz,VAL18           ,"VALVULA COMPUERTA ROSCABLE 2"" 2505      ",0
,pz,VAL19           ,"VALVULA COMPUERTA ROSCABLE 2 1/2"" 2506  ",0
,pz,VAL20           ,"VALVULA COMPUERTA ROSCABLE 3"" 2507      ",0
,pz,VAL21           ,"VALVULA COMPUERTA ROSCABLE 4"" 20508     ",0
,pz,VAL22           ,"VALVULA COMPUERTA SOLDABLE 1/2"" 20510   ",0
,pz,VAL23           ,"VALVULA COMPUERTA SOLDABLE 3/4"" 20511   ",0
,pz,VAL24           ,"VALVULA COMPUERTA SOLDABLE 1"" 20512     ",0
,pz,VAL25           ,"VALVULA COMPUERTA SOLDABLE 11/4"" 20513  ",0
,pz,VAL26           ,"VALVULA COMPUERTA SOLDABLE 1 1/2"" 20514 ",0
,pz,VAL27           ,"VALVULA COMPUERTA SOLDABLE 2"" 20515     ",0
,pz,VAL28           ,"VALVULA GLOBO DE BRONCE 1/2"" ROSC.      ",0
,pz,VAL29           ,"VALVULA GLOBO DE BRONCE 3/4""  ROSC.     ",0
,pz,VAL30           ,"LLAVE DE NARIZ C/ROSCA 1/2"" YARDEN      ",0
,pz,VAL31           ,"COMPUERTA DE FO.FO V.F. 2""              ",0
,pz,VAL32           ,"COMPUERTA DE FO.FO V.F. 21/2""           ",0
,pz,VAL33           ,"COMPUERTA DE FO.FO V.F. 3""              ",0
,pz,VAL34           ,"COMPUERTA DE FO.FO V.F. 4""              ",0
,pz,VAL35           ,"COMPUERTA DE FO.FO V.F. 6""              ",0
,pz,VAL36           ,"COMPUERTA DE FO.FO V.F. 8""              ",0
,pz,VAL37           ,"COMPUERTA DE FO.FO V.F. 10""             ",0
,pz,VAL38           ,"COMPUERTA DE FO.FO V.F. 12""             ",0
,pz,VAL39           ,"COMPUERTA DE FO.FO V.F. 14""             ",0
,pz,VAL40           ,"COMPUERTA DE FO.FO V.F. 16""             ",0
,pz,VAL41           ,"COMPUERTA DE FO.FO V.F. 18""             ",0
,pz,VAL42           ,"COMPUERTA DE FO.FO V.F. 20""             ",0
,pz,VAL43           ,"COMPUERTA DE FO.FO V.F. 24""             ",0
,pz,VAL44           ,"COMPUERTA DE FO.FO V.F. 30""             ",0
,pz,VAL45           ,"COMPUERTA DE FO.FO V.F. 36""             ",0
